starttime	seconds	ctime	dtime	ttime	wait
Thu May 12 00:57:21 2022	1652288241	0	660	660	555
Thu May 12 00:57:15 2022	1652288235	0	661	661	642
Thu May 12 00:57:22 2022	1652288242	0	661	661	639
Thu May 12 00:57:21 2022	1652288241	0	663	663	405
Thu May 12 00:57:22 2022	1652288242	0	663	663	456
Thu May 12 00:57:17 2022	1652288237	0	663	663	642
Thu May 12 00:57:19 2022	1652288239	0	663	663	514
Thu May 12 00:57:18 2022	1652288238	0	663	663	528
Thu May 12 00:57:13 2022	1652288233	0	663	663	556
Thu May 12 00:57:19 2022	1652288239	0	665	665	439
Thu May 12 00:57:21 2022	1652288241	1	665	666	397
Thu May 12 00:57:20 2022	1652288240	0	666	666	646
Thu May 12 00:57:13 2022	1652288233	0	666	666	597
Thu May 12 00:57:24 2022	1652288244	0	666	666	580
Thu May 12 00:57:21 2022	1652288241	0	667	667	409
Thu May 12 00:57:17 2022	1652288237	1	667	668	626
Thu May 12 00:57:19 2022	1652288239	0	668	668	437
Thu May 12 00:57:21 2022	1652288241	1	667	668	382
Thu May 12 00:57:22 2022	1652288242	0	669	669	651
Thu May 12 00:57:23 2022	1652288243	0	669	669	641
Thu May 12 00:57:16 2022	1652288236	1	668	669	546
Thu May 12 00:57:15 2022	1652288235	0	669	669	661
Thu May 12 00:57:13 2022	1652288233	1	668	669	564
Thu May 12 00:57:13 2022	1652288233	0	669	669	538
Thu May 12 00:57:21 2022	1652288241	0	669	669	460
Thu May 12 00:57:19 2022	1652288239	0	669	669	517
Thu May 12 00:57:22 2022	1652288242	0	670	670	603
Thu May 12 00:57:14 2022	1652288234	0	670	670	344
Thu May 12 00:57:17 2022	1652288237	0	670	670	655
Thu May 12 00:57:17 2022	1652288237	0	670	670	513
Thu May 12 00:57:22 2022	1652288242	0	671	671	583
Thu May 12 00:57:23 2022	1652288243	0	671	671	663
Thu May 12 00:57:13 2022	1652288233	1	670	671	564
Thu May 12 00:57:13 2022	1652288233	0	671	671	620
Thu May 12 00:57:17 2022	1652288237	1	670	671	525
Thu May 12 00:57:14 2022	1652288234	0	672	672	619
Thu May 12 00:57:13 2022	1652288233	0	672	672	624
Thu May 12 00:57:16 2022	1652288236	0	673	673	491
Thu May 12 00:57:13 2022	1652288233	0	673	673	573
Thu May 12 00:57:21 2022	1652288241	0	673	673	570
Thu May 12 00:57:22 2022	1652288242	0	674	674	586
Thu May 12 00:57:22 2022	1652288242	0	674	674	666
Thu May 12 00:57:22 2022	1652288242	0	674	674	575
Thu May 12 00:57:12 2022	1652288232	0	674	674	605
Thu May 12 00:57:18 2022	1652288238	0	675	675	482
Thu May 12 00:57:19 2022	1652288239	0	676	676	650
Thu May 12 00:57:21 2022	1652288241	0	676	676	613
Thu May 12 00:57:17 2022	1652288237	0	676	676	656
Thu May 12 00:57:12 2022	1652288232	1	676	677	619
Thu May 12 00:57:19 2022	1652288239	0	677	677	611
Thu May 12 00:57:19 2022	1652288239	0	677	677	654
Thu May 12 00:57:15 2022	1652288235	0	677	677	480
Thu May 12 00:57:18 2022	1652288238	0	677	677	436
Thu May 12 00:57:21 2022	1652288241	0	677	677	580
Thu May 12 00:57:13 2022	1652288233	0	678	678	583
Thu May 12 00:57:15 2022	1652288235	1	677	678	669
Thu May 12 00:57:15 2022	1652288235	0	678	678	567
Thu May 12 00:57:22 2022	1652288242	0	679	679	472
Thu May 12 00:57:21 2022	1652288241	0	679	679	401
Thu May 12 00:57:12 2022	1652288232	0	679	679	637
Thu May 12 00:57:14 2022	1652288234	0	679	679	581
Thu May 12 00:57:17 2022	1652288237	0	680	680	655
Thu May 12 00:57:21 2022	1652288241	1	679	680	452
Thu May 12 00:57:21 2022	1652288241	0	680	680	409
Thu May 12 00:57:21 2022	1652288241	0	680	680	471
Thu May 12 00:57:22 2022	1652288242	0	681	681	462
Thu May 12 00:57:13 2022	1652288233	1	680	681	650
Thu May 12 00:57:15 2022	1652288235	1	680	681	672
Thu May 12 00:57:18 2022	1652288238	0	681	681	524
Thu May 12 00:57:16 2022	1652288236	1	681	682	589
Thu May 12 00:57:16 2022	1652288236	0	682	682	616
Thu May 12 00:57:13 2022	1652288233	0	682	682	676
Thu May 12 00:57:12 2022	1652288232	0	682	682	636
Thu May 12 00:57:22 2022	1652288242	1	682	682	474
Thu May 12 00:57:22 2022	1652288242	0	682	682	629
Thu May 12 00:57:21 2022	1652288241	1	681	682	590
Thu May 12 00:57:18 2022	1652288238	0	682	682	477
Thu May 12 00:57:17 2022	1652288237	0	683	683	660
Thu May 12 00:57:16 2022	1652288236	0	683	683	604
Thu May 12 00:57:22 2022	1652288242	0	683	683	659
Thu May 12 00:57:22 2022	1652288242	0	684	684	490
Thu May 12 00:57:21 2022	1652288241	0	684	684	420
Thu May 12 00:57:22 2022	1652288242	0	684	684	508
Thu May 12 00:57:12 2022	1652288232	0	684	684	599
Thu May 12 00:57:22 2022	1652288242	0	685	685	458
Thu May 12 00:57:15 2022	1652288235	0	685	685	678
Thu May 12 00:57:21 2022	1652288241	0	685	685	407
Thu May 12 00:57:18 2022	1652288238	0	685	685	574
Thu May 12 00:57:21 2022	1652288241	0	686	686	427
Thu May 12 00:57:23 2022	1652288243	1	685	686	469
Thu May 12 00:57:20 2022	1652288240	1	686	686	679
Thu May 12 00:57:14 2022	1652288234	3	683	686	550
Thu May 12 00:57:21 2022	1652288241	0	687	687	469
Thu May 12 00:57:14 2022	1652288234	0	687	687	429
Thu May 12 00:57:18 2022	1652288238	0	688	688	492
Thu May 12 00:57:13 2022	1652288233	3	686	689	669
Thu May 12 00:57:15 2022	1652288235	0	689	689	682
Thu May 12 00:57:13 2022	1652288233	1	688	689	573
Thu May 12 00:57:21 2022	1652288241	0	689	689	606
Thu May 12 00:57:15 2022	1652288235	0	689	689	683
Thu May 12 00:57:13 2022	1652288233	1	688	689	645
Thu May 12 00:57:18 2022	1652288238	0	690	690	471
Thu May 12 00:57:18 2022	1652288238	0	690	690	610
Thu May 12 00:57:18 2022	1652288238	0	691	691	428
Thu May 12 00:57:23 2022	1652288243	6	686	691	584
Thu May 12 00:57:15 2022	1652288235	0	692	692	684
Thu May 12 00:57:21 2022	1652288241	0	692	692	440
Thu May 12 00:57:21 2022	1652288241	0	693	693	631
Thu May 12 00:57:17 2022	1652288237	1	693	693	662
Thu May 12 00:57:17 2022	1652288237	0	693	693	480
Thu May 12 00:57:21 2022	1652288241	0	693	694	414
Thu May 12 00:57:22 2022	1652288242	0	694	694	466
Thu May 12 00:57:20 2022	1652288240	0	694	694	647
Thu May 12 00:57:17 2022	1652288237	0	694	694	678
Thu May 12 00:57:17 2022	1652288237	0	695	695	620
Thu May 12 00:57:13 2022	1652288233	1	694	695	582
Thu May 12 00:57:14 2022	1652288234	0	695	695	552
Thu May 12 00:57:21 2022	1652288241	0	696	696	550
Thu May 12 00:57:21 2022	1652288241	0	696	696	633
Thu May 12 00:57:21 2022	1652288241	0	696	696	498
Thu May 12 00:57:17 2022	1652288237	0	696	696	687
Thu May 12 00:57:22 2022	1652288242	0	696	696	484
Thu May 12 00:57:22 2022	1652288242	0	696	696	680
Thu May 12 00:57:19 2022	1652288239	0	696	696	548
Thu May 12 00:57:14 2022	1652288234	1	695	696	494
Thu May 12 00:57:17 2022	1652288237	0	697	697	490
Thu May 12 00:57:13 2022	1652288233	1	696	697	555
Thu May 12 00:57:12 2022	1652288232	1	696	697	691
Thu May 12 00:57:24 2022	1652288244	0	699	699	389
Thu May 12 00:57:16 2022	1652288236	1	698	699	392
Thu May 12 00:57:22 2022	1652288242	0	700	700	692
Thu May 12 00:57:12 2022	1652288232	1	699	700	667
Thu May 12 00:57:13 2022	1652288233	0	701	701	693
Thu May 12 00:57:12 2022	1652288232	0	701	701	644
Thu May 12 00:57:18 2022	1652288238	1	700	701	494
Thu May 12 00:57:20 2022	1652288240	0	701	701	593
Thu May 12 00:57:21 2022	1652288241	0	703	703	680
Thu May 12 00:57:22 2022	1652288242	0	703	703	697
Thu May 12 00:57:20 2022	1652288240	1	702	703	690
Thu May 12 00:57:13 2022	1652288233	0	703	703	574
Thu May 12 00:57:17 2022	1652288237	0	704	704	674
Thu May 12 00:57:20 2022	1652288240	0	704	704	602
Thu May 12 00:57:17 2022	1652288237	0	704	704	506
Thu May 12 00:57:17 2022	1652288237	0	705	705	675
Thu May 12 00:57:17 2022	1652288237	0	705	705	694
Thu May 12 00:57:15 2022	1652288235	0	705	705	676
Thu May 12 00:57:13 2022	1652288233	0	705	705	604
Thu May 12 00:57:20 2022	1652288240	0	705	705	561
Thu May 12 00:57:23 2022	1652288243	1	704	705	671
Thu May 12 00:57:17 2022	1652288237	0	705	705	656
Thu May 12 00:57:19 2022	1652288239	0	706	706	571
Thu May 12 00:57:12 2022	1652288232	0	706	706	686
Thu May 12 00:57:13 2022	1652288233	0	706	706	584
Thu May 12 00:57:21 2022	1652288241	0	706	706	488
Thu May 12 00:57:23 2022	1652288243	1	705	706	663
Thu May 12 00:57:14 2022	1652288234	1	705	706	653
Thu May 12 00:57:14 2022	1652288234	0	706	706	650
Thu May 12 00:57:14 2022	1652288234	1	705	706	651
Thu May 12 00:57:23 2022	1652288243	1	706	707	397
Thu May 12 00:57:16 2022	1652288236	0	707	707	669
Thu May 12 00:57:13 2022	1652288233	0	707	707	699
Thu May 12 00:57:20 2022	1652288240	0	708	708	605
Thu May 12 00:57:22 2022	1652288242	0	708	708	703
Thu May 12 00:57:22 2022	1652288242	0	708	708	703
Thu May 12 00:57:12 2022	1652288232	0	708	708	664
Thu May 12 00:57:14 2022	1652288234	0	709	709	650
Thu May 12 00:57:16 2022	1652288236	1	708	709	697
Thu May 12 00:57:13 2022	1652288233	0	709	709	608
Thu May 12 00:57:13 2022	1652288233	0	709	709	682
Thu May 12 00:57:22 2022	1652288242	0	710	710	518
Thu May 12 00:57:13 2022	1652288233	0	710	710	636
Thu May 12 00:57:13 2022	1652288233	0	710	710	660
Thu May 12 00:57:21 2022	1652288241	0	711	711	433
Thu May 12 00:57:21 2022	1652288241	1	711	712	502
Thu May 12 00:57:23 2022	1652288243	1	711	712	413
Thu May 12 00:57:13 2022	1652288233	0	712	712	586
Thu May 12 00:57:23 2022	1652288243	0	713	713	390
Thu May 12 00:57:14 2022	1652288234	1	712	713	598
Thu May 12 00:57:19 2022	1652288239	0	713	713	499
Thu May 12 00:57:18 2022	1652288238	0	713	713	581
Thu May 12 00:57:19 2022	1652288239	1	712	713	503
Thu May 12 00:57:23 2022	1652288243	1	712	713	684
Thu May 12 00:57:12 2022	1652288232	0	713	713	694
Thu May 12 00:57:19 2022	1652288239	1	713	714	643
Thu May 12 00:57:23 2022	1652288243	0	714	714	687
Thu May 12 00:57:19 2022	1652288239	0	714	714	440
Thu May 12 00:57:22 2022	1652288242	0	715	715	679
Thu May 12 00:57:18 2022	1652288238	1	714	715	557
Thu May 12 00:57:14 2022	1652288234	0	715	715	466
Thu May 12 00:57:21 2022	1652288241	0	716	716	478
Thu May 12 00:57:19 2022	1652288239	1	715	716	444
Thu May 12 00:57:19 2022	1652288239	0	716	716	457
Thu May 12 00:57:21 2022	1652288241	0	717	717	429
Thu May 12 00:57:17 2022	1652288237	0	717	717	705
Thu May 12 00:57:17 2022	1652288237	0	717	717	525
Thu May 12 00:57:19 2022	1652288239	1	717	718	671
Thu May 12 00:57:21 2022	1652288241	0	718	718	435
Thu May 12 00:57:20 2022	1652288240	0	718	718	644
Thu May 12 00:57:22 2022	1652288242	1	718	719	691
Thu May 12 00:57:15 2022	1652288235	0	719	719	708
Thu May 12 00:57:17 2022	1652288237	0	720	720	604
Thu May 12 00:57:16 2022	1652288236	0	720	720	713
Thu May 12 00:57:16 2022	1652288236	0	721	721	574
Thu May 12 00:57:12 2022	1652288232	1	720	721	681
Thu May 12 00:57:12 2022	1652288232	0	721	721	697
Thu May 12 00:57:22 2022	1652288242	0	722	722	473
Thu May 12 00:57:13 2022	1652288233	0	723	723	707
Thu May 12 00:57:17 2022	1652288237	1	722	723	687
Thu May 12 00:57:14 2022	1652288234	1	722	723	666
Thu May 12 00:57:16 2022	1652288236	0	724	724	650
Thu May 12 00:57:17 2022	1652288237	0	724	724	715
Thu May 12 00:57:14 2022	1652288234	0	725	725	469
Thu May 12 00:57:16 2022	1652288236	1	724	725	413
Thu May 12 00:57:23 2022	1652288243	0	726	726	702
Thu May 12 00:57:17 2022	1652288237	0	727	727	682
Thu May 12 00:57:23 2022	1652288243	0	727	727	601
Thu May 12 00:57:19 2022	1652288239	0	727	727	587
Thu May 12 00:57:14 2022	1652288234	0	727	727	560
Thu May 12 00:57:13 2022	1652288233	1	726	727	508
Thu May 12 00:57:14 2022	1652288234	0	728	728	679
Thu May 12 00:57:20 2022	1652288240	0	728	728	597
Thu May 12 00:57:22 2022	1652288242	0	729	729	697
Thu May 12 00:57:13 2022	1652288233	0	729	729	649
Thu May 12 00:57:22 2022	1652288242	0	730	730	545
Thu May 12 00:57:17 2022	1652288237	0	730	730	678
Thu May 12 00:57:21 2022	1652288241	0	730	730	718
Thu May 12 00:57:16 2022	1652288236	0	731	731	715
Thu May 12 00:57:17 2022	1652288237	1	731	731	681
Thu May 12 00:57:22 2022	1652288242	0	731	731	689
Thu May 12 00:57:17 2022	1652288237	0	732	732	680
Thu May 12 00:57:14 2022	1652288234	1	731	732	462
Thu May 12 00:57:20 2022	1652288240	0	732	732	644
Thu May 12 00:57:21 2022	1652288241	0	732	732	523
Thu May 12 00:57:16 2022	1652288236	0	733	733	696
Thu May 12 00:57:19 2022	1652288239	0	733	733	473
Thu May 12 00:57:21 2022	1652288241	0	734	734	433
Thu May 12 00:57:17 2022	1652288237	1	733	734	715
Thu May 12 00:57:19 2022	1652288239	1	733	734	458
Thu May 12 00:57:16 2022	1652288236	0	734	734	448
Thu May 12 00:57:17 2022	1652288237	0	735	735	525
Thu May 12 00:57:17 2022	1652288237	1	735	736	720
Thu May 12 00:57:17 2022	1652288237	1	735	736	720
Thu May 12 00:57:13 2022	1652288233	0	737	737	595
Thu May 12 00:57:23 2022	1652288243	0	737	737	439
Thu May 12 00:57:13 2022	1652288233	1	736	737	592
Thu May 12 00:57:15 2022	1652288235	0	737	737	723
Thu May 12 00:57:13 2022	1652288233	0	737	737	591
Thu May 12 00:57:20 2022	1652288240	0	737	737	597
Thu May 12 00:57:17 2022	1652288237	0	737	737	710
Thu May 12 00:57:22 2022	1652288242	0	739	739	601
Thu May 12 00:57:12 2022	1652288232	1	738	739	710
Thu May 12 00:57:22 2022	1652288242	0	740	740	577
Thu May 12 00:57:16 2022	1652288236	0	740	740	441
Thu May 12 00:57:14 2022	1652288234	0	740	740	459
Thu May 12 00:57:19 2022	1652288239	0	741	741	535
Thu May 12 00:57:19 2022	1652288239	0	741	741	470
Thu May 12 00:57:17 2022	1652288237	0	741	741	735
Thu May 12 00:57:22 2022	1652288242	0	742	742	618
Thu May 12 00:57:13 2022	1652288233	0	742	742	557
Thu May 12 00:57:19 2022	1652288239	1	741	742	479
Thu May 12 00:57:14 2022	1652288234	0	742	742	460
Thu May 12 00:57:22 2022	1652288242	0	743	743	494
Thu May 12 00:57:17 2022	1652288237	0	743	743	719
Thu May 12 00:57:16 2022	1652288236	0	743	743	652
Thu May 12 00:57:23 2022	1652288243	0	743	743	716
Thu May 12 00:57:19 2022	1652288239	0	743	743	487
Thu May 12 00:57:22 2022	1652288242	1	743	744	561
Thu May 12 00:57:17 2022	1652288237	1	743	744	623
Thu May 12 00:57:19 2022	1652288239	0	744	744	507
Thu May 12 00:57:19 2022	1652288239	1	743	744	520
Thu May 12 00:57:17 2022	1652288237	0	744	744	736
Thu May 12 00:57:19 2022	1652288239	0	744	744	502
Thu May 12 00:57:13 2022	1652288233	0	745	745	711
Thu May 12 00:57:19 2022	1652288239	0	745	745	508
Thu May 12 00:57:19 2022	1652288239	0	745	745	516
Thu May 12 00:57:16 2022	1652288236	0	745	745	729
Thu May 12 00:57:16 2022	1652288236	0	745	745	564
Thu May 12 00:57:23 2022	1652288243	0	746	746	737
Thu May 12 00:57:18 2022	1652288238	0	746	746	441
Thu May 12 00:57:22 2022	1652288242	0	747	747	638
Thu May 12 00:57:16 2022	1652288236	0	747	747	740
Thu May 12 00:57:13 2022	1652288233	0	748	748	612
Thu May 12 00:57:17 2022	1652288237	0	748	748	723
Thu May 12 00:57:12 2022	1652288232	0	749	749	737
Thu May 12 00:57:14 2022	1652288234	0	749	749	502
Thu May 12 00:57:20 2022	1652288240	0	749	749	623
Thu May 12 00:57:12 2022	1652288232	1	749	749	727
Thu May 12 00:57:16 2022	1652288236	0	749	749	739
Thu May 12 00:57:19 2022	1652288239	1	748	749	476
Thu May 12 00:57:19 2022	1652288239	0	749	749	502
Thu May 12 00:57:16 2022	1652288236	0	749	749	557
Thu May 12 00:57:17 2022	1652288237	0	750	750	733
Thu May 12 00:57:12 2022	1652288232	0	750	750	709
Thu May 12 00:57:13 2022	1652288233	0	750	750	651
Thu May 12 00:57:19 2022	1652288239	0	751	751	530
Thu May 12 00:57:19 2022	1652288239	0	751	751	519
Thu May 12 00:57:18 2022	1652288238	5	746	751	436
Thu May 12 00:57:14 2022	1652288234	1	751	752	658
Thu May 12 00:57:17 2022	1652288237	0	752	752	741
Thu May 12 00:57:12 2022	1652288232	1	751	752	730
Thu May 12 00:57:19 2022	1652288239	0	752	752	472
Thu May 12 00:57:13 2022	1652288233	2	750	752	709
Thu May 12 00:57:19 2022	1652288239	0	753	753	532
Thu May 12 00:57:17 2022	1652288237	1	753	754	518
Thu May 12 00:57:22 2022	1652288242	0	754	754	717
Thu May 12 00:57:12 2022	1652288232	0	754	754	746
Thu May 12 00:57:13 2022	1652288233	0	754	754	668
Thu May 12 00:57:18 2022	1652288238	0	754	754	549
Thu May 12 00:57:19 2022	1652288239	0	755	755	510
Thu May 12 00:57:18 2022	1652288238	0	755	755	549
Thu May 12 00:57:21 2022	1652288241	1	755	756	635
Thu May 12 00:57:19 2022	1652288239	0	756	756	520
Thu May 12 00:57:13 2022	1652288233	0	756	756	648
Thu May 12 00:57:18 2022	1652288238	0	756	756	526
Thu May 12 00:57:18 2022	1652288238	0	756	756	526
Thu May 12 00:57:18 2022	1652288238	0	756	756	526
Thu May 12 00:57:14 2022	1652288234	0	757	757	719
Thu May 12 00:57:17 2022	1652288237	0	757	757	598
Thu May 12 00:57:15 2022	1652288235	0	757	757	747
Thu May 12 00:57:23 2022	1652288243	0	757	757	522
Thu May 12 00:57:21 2022	1652288241	0	757	757	451
Thu May 12 00:57:21 2022	1652288241	0	757	757	466
Thu May 12 00:57:12 2022	1652288232	0	758	758	747
Thu May 12 00:57:21 2022	1652288241	0	758	758	480
Thu May 12 00:57:13 2022	1652288233	1	758	758	671
Thu May 12 00:57:17 2022	1652288237	0	759	759	520
Thu May 12 00:57:21 2022	1652288241	0	759	759	478
Thu May 12 00:57:18 2022	1652288238	0	759	759	554
Thu May 12 00:57:18 2022	1652288238	0	759	759	528
Thu May 12 00:57:19 2022	1652288239	0	760	760	533
Thu May 12 00:57:15 2022	1652288235	1	759	760	747
Thu May 12 00:57:22 2022	1652288242	0	760	760	698
Thu May 12 00:57:18 2022	1652288238	0	760	760	569
Thu May 12 00:57:19 2022	1652288239	0	761	761	503
Thu May 12 00:57:19 2022	1652288239	1	760	761	548
Thu May 12 00:57:14 2022	1652288234	0	761	761	571
Thu May 12 00:57:14 2022	1652288234	0	761	761	659
Thu May 12 00:57:19 2022	1652288239	0	762	762	605
Thu May 12 00:57:17 2022	1652288237	1	762	763	706
Thu May 12 00:57:17 2022	1652288237	0	763	763	697
Thu May 12 00:57:17 2022	1652288237	0	763	763	556
Thu May 12 00:57:21 2022	1652288241	1	762	763	465
Thu May 12 00:57:13 2022	1652288233	0	764	764	669
Thu May 12 00:57:18 2022	1652288238	1	763	764	534
Thu May 12 00:57:19 2022	1652288239	1	764	765	509
Thu May 12 00:57:19 2022	1652288239	0	765	765	556
Thu May 12 00:57:17 2022	1652288237	0	765	765	614
Thu May 12 00:57:22 2022	1652288242	0	765	765	749
Thu May 12 00:57:21 2022	1652288241	0	765	765	752
Thu May 12 00:57:19 2022	1652288239	0	765	765	530
Thu May 12 00:57:18 2022	1652288238	0	765	765	437
Thu May 12 00:57:18 2022	1652288238	0	765	765	528
Thu May 12 00:57:19 2022	1652288239	0	766	766	514
Thu May 12 00:57:21 2022	1652288241	0	766	766	479
Thu May 12 00:57:20 2022	1652288240	0	767	767	518
Thu May 12 00:57:19 2022	1652288239	1	766	767	513
Thu May 12 00:57:19 2022	1652288239	1	766	767	552
Thu May 12 00:57:19 2022	1652288239	0	767	767	548
Thu May 12 00:57:18 2022	1652288238	0	767	767	577
Thu May 12 00:57:14 2022	1652288234	0	767	767	690
Thu May 12 00:57:15 2022	1652288235	1	767	768	741
Thu May 12 00:57:17 2022	1652288237	0	768	768	570
Thu May 12 00:57:17 2022	1652288237	1	767	768	607
Thu May 12 00:57:21 2022	1652288241	0	768	768	473
Thu May 12 00:57:21 2022	1652288241	0	768	768	470
Thu May 12 00:57:18 2022	1652288238	1	767	768	579
Thu May 12 00:57:18 2022	1652288238	0	768	768	552
Thu May 12 00:57:17 2022	1652288237	0	769	769	754
Thu May 12 00:57:21 2022	1652288241	1	768	769	625
Thu May 12 00:57:21 2022	1652288241	0	769	769	488
Thu May 12 00:57:18 2022	1652288238	0	769	769	585
Thu May 12 00:57:13 2022	1652288233	0	770	770	746
Thu May 12 00:57:18 2022	1652288238	0	770	770	587
Thu May 12 00:57:22 2022	1652288242	1	770	771	547
Thu May 12 00:57:17 2022	1652288237	0	771	771	676
Thu May 12 00:57:18 2022	1652288238	1	770	771	593
Thu May 12 00:57:18 2022	1652288238	0	772	772	559
Thu May 12 00:57:19 2022	1652288239	1	772	773	563
Thu May 12 00:57:19 2022	1652288239	0	773	773	549
Thu May 12 00:57:18 2022	1652288238	0	774	774	532
Thu May 12 00:57:21 2022	1652288241	0	774	774	502
Thu May 12 00:57:21 2022	1652288241	0	774	774	479
Thu May 12 00:57:14 2022	1652288234	0	775	775	513
Thu May 12 00:57:17 2022	1652288237	0	775	775	756
Thu May 12 00:57:12 2022	1652288232	0	775	775	767
Thu May 12 00:57:18 2022	1652288238	0	775	775	591
Thu May 12 00:57:15 2022	1652288235	0	776	776	766
Thu May 12 00:57:19 2022	1652288239	8	769	776	499
Thu May 12 00:57:21 2022	1652288241	0	776	776	491
Thu May 12 00:57:13 2022	1652288233	0	777	777	766
Thu May 12 00:57:19 2022	1652288239	1	776	777	659
Thu May 12 00:57:19 2022	1652288239	0	778	778	566
Thu May 12 00:57:21 2022	1652288241	0	778	778	497
Thu May 12 00:57:21 2022	1652288241	1	777	778	492
Thu May 12 00:57:12 2022	1652288232	0	778	778	740
Thu May 12 00:57:23 2022	1652288243	1	778	779	709
Thu May 12 00:57:17 2022	1652288237	1	778	779	723
Thu May 12 00:57:20 2022	1652288240	1	779	779	648
Thu May 12 00:57:13 2022	1652288233	0	779	779	691
Thu May 12 00:57:16 2022	1652288236	1	778	779	610
Thu May 12 00:57:15 2022	1652288235	1	779	780	731
Thu May 12 00:57:15 2022	1652288235	0	780	780	755
Thu May 12 00:57:17 2022	1652288237	1	779	780	763
Thu May 12 00:57:21 2022	1652288241	1	779	780	496
Thu May 12 00:57:14 2022	1652288234	0	781	781	520
Thu May 12 00:57:19 2022	1652288239	0	781	781	611
Thu May 12 00:57:17 2022	1652288237	0	782	782	776
Thu May 12 00:57:21 2022	1652288241	0	782	782	550
Thu May 12 00:57:14 2022	1652288234	0	782	782	529
Thu May 12 00:57:19 2022	1652288239	0	782	782	570
Thu May 12 00:57:17 2022	1652288237	1	782	782	762
Thu May 12 00:57:14 2022	1652288234	0	783	783	512
Thu May 12 00:57:20 2022	1652288240	0	783	783	711
Thu May 12 00:57:21 2022	1652288241	0	783	783	565
Thu May 12 00:57:17 2022	1652288237	0	784	784	776
Thu May 12 00:57:21 2022	1652288241	0	784	784	568
Thu May 12 00:57:17 2022	1652288237	0	784	784	771
Thu May 12 00:57:19 2022	1652288239	0	784	784	574
Thu May 12 00:57:13 2022	1652288233	0	785	785	690
Thu May 12 00:57:19 2022	1652288239	1	784	785	569
Thu May 12 00:57:19 2022	1652288239	1	784	785	659
Thu May 12 00:57:20 2022	1652288240	1	784	785	636
Thu May 12 00:57:18 2022	1652288238	1	785	786	585
Thu May 12 00:57:13 2022	1652288233	0	786	786	761
Thu May 12 00:57:21 2022	1652288241	1	786	787	494
Thu May 12 00:57:19 2022	1652288239	0	790	790	744
Thu May 12 00:57:23 2022	1652288243	0	791	791	746
Thu May 12 00:57:23 2022	1652288243	0	791	791	427
Thu May 12 00:57:22 2022	1652288242	0	791	791	570
Thu May 12 00:57:19 2022	1652288239	0	792	792	616
Thu May 12 00:57:14 2022	1652288234	0	792	792	542
Thu May 12 00:57:16 2022	1652288236	0	792	792	774
Thu May 12 00:57:12 2022	1652288232	0	792	792	762
Thu May 12 00:57:15 2022	1652288235	0	793	793	765
Thu May 12 00:57:19 2022	1652288239	0	793	793	641
Thu May 12 00:57:22 2022	1652288242	0	793	793	606
Thu May 12 00:57:22 2022	1652288242	0	794	794	573
Thu May 12 00:57:14 2022	1652288234	0	794	794	664
Thu May 12 00:57:13 2022	1652288233	1	793	794	650
Thu May 12 00:57:21 2022	1652288241	0	794	794	508
Thu May 12 00:57:17 2022	1652288237	1	794	795	789
Thu May 12 00:57:13 2022	1652288233	0	795	795	755
Thu May 12 00:57:14 2022	1652288234	0	795	795	542
Thu May 12 00:57:22 2022	1652288242	1	794	795	769
Thu May 12 00:57:13 2022	1652288233	0	796	796	783
Thu May 12 00:57:13 2022	1652288233	0	796	796	757
Thu May 12 00:57:15 2022	1652288235	0	796	796	751
Thu May 12 00:57:21 2022	1652288241	0	797	797	634
Thu May 12 00:57:21 2022	1652288241	0	797	797	651
Thu May 12 00:57:12 2022	1652288232	1	796	797	770
Thu May 12 00:57:15 2022	1652288235	0	798	798	777
Thu May 12 00:57:13 2022	1652288233	0	798	798	784
Thu May 12 00:57:20 2022	1652288240	0	798	798	572
Thu May 12 00:57:19 2022	1652288239	0	798	798	561
Thu May 12 00:57:21 2022	1652288241	0	799	799	523
Thu May 12 00:57:20 2022	1652288240	0	799	799	588
Thu May 12 00:57:12 2022	1652288232	0	799	799	788
Thu May 12 00:57:16 2022	1652288236	0	799	799	788
Thu May 12 00:57:15 2022	1652288235	0	801	801	782
Thu May 12 00:57:21 2022	1652288241	0	801	801	528
Thu May 12 00:57:18 2022	1652288238	0	801	801	576
Thu May 12 00:57:12 2022	1652288232	0	801	801	787
Thu May 12 00:57:14 2022	1652288234	0	801	801	605
Thu May 12 00:57:12 2022	1652288232	0	802	802	791
Thu May 12 00:57:12 2022	1652288232	0	803	803	761
Thu May 12 00:57:23 2022	1652288243	0	803	803	404
Thu May 12 00:57:18 2022	1652288238	1	803	804	595
Thu May 12 00:57:23 2022	1652288243	0	804	804	422
Thu May 12 00:57:22 2022	1652288242	1	803	804	703
Thu May 12 00:57:22 2022	1652288242	0	805	805	667
Thu May 12 00:57:21 2022	1652288241	1	805	805	571
Thu May 12 00:57:13 2022	1652288233	0	806	806	718
Thu May 12 00:57:13 2022	1652288233	0	806	806	588
Thu May 12 00:57:22 2022	1652288242	0	806	806	682
Thu May 12 00:57:13 2022	1652288233	0	807	807	780
Thu May 12 00:57:14 2022	1652288234	0	808	808	532
Thu May 12 00:57:12 2022	1652288232	0	808	808	796
Thu May 12 00:57:14 2022	1652288234	0	808	808	558
Thu May 12 00:57:12 2022	1652288232	0	808	808	794
Thu May 12 00:57:23 2022	1652288243	0	808	808	350
Thu May 12 00:57:16 2022	1652288236	1	808	809	549
